Date,Transaction Description,Category,Amount,Type,Month,Year,Day_of_Week,Is_Weekend,Cumulative_Monthly_Expense,Expense_Category_Ratio,Transaction_Type,Absolute_Amount
2023-04-01,Something population loss physical.,Entertainment,1265.2,Expense,4,2023,Saturday,True,1265.2,0.008539101586894707,Income,1265.2
2023-04-01,Leg sport until argue.,Food & Drink,1978.91,Expense,4,2023,Saturday,True,3244.11,0.01240747343824092,Income,1978.91
2023-04-04,North question new.,Health & Fitness,964.57,Expense,4,2023,Tuesday,False,4208.68,0.006643315849146997,Income,964.57
2023-04-07,Officer forward trouble.,Health & Fitness,1826.23,Expense,4,2023,Friday,False,6034.91,0.01257785614645668,Income,1826.23
2023-04-08,Wide exactly.,Shopping,548.17,Expense,4,2023,Saturday,True,6583.08,0.0037320751698231387,Income,548.17
2023-04-09,Worker phone success number.,Investment,740.0,Income,4,2023,Sunday,True,7323.08,0.002037153271007455,Income,740.0
2023-04-10,Organization ten seem.,Travel,126.6,Expense,4,2023,Monday,False,7449.68,0.0007469123933710285,Income,126.6
2023-04-10,Even beautiful.,Health & Fitness,1536.02,Expense,4,2023,Monday,False,8985.7,0.010579082918405891,Income,1536.02
2023-04-13,Later week democratic few.,Utilities,209.27,Expense,4,2023,Thursday,False,9194.970000000001,0.0014252151596800115,Income,209.27
2023-04-15,Size sing tree kitchen.,Travel,1072.04,Expense,4,2023,Saturday,True,10267.01,0.006324802228984814,Income,1072.04
2023-04-16,Toward child future low.,Food & Drink,1530.46,Expense,4,2023,Sunday,True,11797.470000000001,0.009595758169037601,Income,1530.46
2023-04-20,Simply century the.,Shopping,716.06,Expense,4,2023,Thursday,False,12513.53,0.004875111272239554,Income,716.06
2023-04-20,Day already hold.,Utilities,360.44,Expense,4,2023,Thursday,False,12873.97,0.0024547453154062375,Income,360.44
2023-04-21,About usually.,Health & Fitness,1828.82,Expense,4,2023,Friday,False,14702.79,0.012595694341765771,Income,1828.82
2023-04-22,Level animal minute probably.,Other,1664.0,Income,4,2023,Saturday,True,16366.79,0.004487170844175981,Income,1664.0
2023-04-22,Officer fine.,Entertainment,1675.03,Expense,4,2023,Saturday,True,18041.82,0.011305130675858551,Income,1675.03
2023-04-23,Customer expert mother significant.,Salary,1088.83,Expense,4,2023,Sunday,True,19130.65,0.007304958519941323,Income,1088.83
2023-04-24,Chance event address.,Investment,1239.0,Income,4,2023,Monday,False,20369.65,0.003410855274024644,Income,1239.0
2023-04-25,Bill my near even wall.,Investment,663.0,Income,4,2023,Tuesday,False,21032.65,0.0018251792144296521,Income,663.0
2023-05-02,Each author party full kitchen.,Food & Drink,670.15,Expense,5,2023,Tuesday,False,670.15,0.004201741526717815,Income,670.15
2023-05-02,Likely push.,Utilities,688.11,Expense,5,2023,Tuesday,False,1358.26,0.0046863133919215014,Income,688.11
2023-05-03,Approach interview condition other.,Other,987.0,Income,5,2023,Wednesday,False,2345.26,0.002661561071635633,Income,987.0
2023-05-05,Green forward cup serve speak.,Investment,1408.0,Income,5,2023,Friday,False,3753.26,0.003876097034565536,Income,1408.0
2023-05-05,Nothing behavior sort recognize.,Health & Fitness,1921.51,Expense,5,2023,Friday,False,5674.77,0.013234081339140183,Income,1921.51
2023-05-05,Financial popular short like.,Shopping,1176.17,Expense,5,2023,Friday,False,6850.9400000000005,0.00800765246637153,Income,1176.17
2023-05-07,Technology pay tree.,Health & Fitness,281.54,Expense,5,2023,Sunday,True,7132.4800000000005,0.001939060041436957,Income,281.54
2023-05-12,Record professor small.,Other,4491.0,Income,5,2023,Friday,False,11623.48,0.01211050736850621,Income,4491.0
2023-05-14,Maintain assume both long.,Utilities,1417.29,Expense,5,2023,Sunday,True,13040.77,0.009652330451870231,Income,1417.29
2023-05-14,Should page camera.,Health & Fitness,454.24,Expense,5,2023,Sunday,True,13495.01,0.0031285026398462858,Income,454.24
2023-05-14,Stage someone for power.,Utilities,762.98,Expense,5,2023,Sunday,True,14257.99,0.005196209024383118,Income,762.98
2023-05-15,Leave opportunity draw during city.,Travel,263.42,Expense,5,2023,Monday,False,14521.41,0.0015541205581500502,Income,263.42
2023-05-15,At decade really issue.,Shopping,1703.01,Expense,5,2023,Monday,False,16224.42,0.011594507789482284,Income,1703.01
2023-05-16,Skin name door production back.,Food & Drink,372.34,Expense,5,2023,Tuesday,False,16596.760000000002,0.002334516809756191,Income,372.34
2023-05-17,Boy other foot best.,Entertainment,1282.9,Expense,5,2023,Wednesday,False,17879.66,0.008658562619212155,Income,1282.9
2023-05-18,Final image our.,Other,1652.0,Income,5,2023,Thursday,False,19531.66,0.004454811439049712,Income,1652.0
2023-05-19,Management produce bed stage.,Rent,483.61,Expense,5,2023,Friday,False,20015.27,0.002983858314331374,Income,483.61
2023-05-20,Serious produce.,Utilities,1276.01,Expense,5,2023,Saturday,True,21291.28,0.008690155282187084,Income,1276.01
2023-05-20,Factor past language day theory.,Health & Fitness,898.79,Expense,5,2023,Saturday,True,22190.07,0.006190267012300641,Income,898.79
2023-05-20,Some quickly truth view response.,Entertainment,1389.42,Expense,5,2023,Saturday,True,23579.49,0.009377488560593774,Income,1389.42
2023-05-22,Old particularly.,Rent,1443.62,Expense,5,2023,Monday,False,25023.11,0.008907089472374554,Income,1443.62
2023-05-22,Summer system artist too.,Other,3937.0,Income,5,2023,Monday,False,28960.11,0.010616581498510119,Income,3937.0
2023-05-22,Reflect star.,Shopping,991.23,Expense,5,2023,Monday,False,29951.34,0.006748535802002645,Income,991.23
2023-05-25,Technology tend.,Shopping,211.84,Expense,5,2023,Thursday,False,30163.18,0.0014422584307337756,Income,211.84
2023-05-28,Reduce hour fish him.,Entertainment,333.69,Expense,5,2023,Sunday,True,30496.87,0.0022521441736728536,Income,333.69
2023-05-29,Nation production little could.,Investment,2915.0,Income,5,2023,Monday,False,33411.87,0.00802473214187396,Income,2915.0
2023-05-29,Style child young prove.,Other,1357.0,Income,5,2023,Monday,False,34768.87,0.0036593093963622637,Income,1357.0
2023-05-30,Author administration.,Investment,3575.0,Income,5,2023,Tuesday,False,38343.87,0.009841652626826555,Income,3575.0
2023-06-02,Window career case south.,Investment,4981.0,Income,6,2023,Friday,False,4981.0,0.01371224384174072,Income,4981.0
2023-06-03,Us perhaps lawyer interest star.,Rent,682.52,Expense,6,2023,Saturday,True,5663.52,0.004211126686167468,Income,682.52
2023-06-04,Difficult interesting account marriage.,Salary,1411.96,Expense,6,2023,Sunday,True,7075.48,0.009472837111226134,Income,1411.96
2023-06-05,Especially unit office almost.,Utilities,1218.56,Expense,6,2023,Monday,False,8294.04,0.008298897046780114,Income,1218.56
2023-06-08,Low happy oil which bag.,Food & Drink,211.5,Expense,6,2023,Thursday,False,8505.54,0.0013260737639346682,Income,211.5
2023-06-08,Let back three.,Entertainment,824.47,Expense,6,2023,Thursday,False,9330.01,0.00556452188219023,Income,824.47
2023-06-09,Line score whether.,Travel,1324.59,Expense,6,2023,Friday,False,10654.6,0.007814792157467066,Income,1324.59
2023-06-09,Something fine apply gas sing.,Rent,108.77,Expense,6,2023,Friday,False,10763.37,0.0006711074395687093,Income,108.77
2023-06-10,Mention light safe inside.,Salary,315.64,Expense,6,2023,Saturday,True,11079.01,0.0021176281946991534,Income,315.64
2023-06-10,Cold reason our.,Shopping,184.38,Expense,6,2023,Saturday,True,11263.39,0.0012553040476713253,Income,184.38
2023-06-13,Employee picture official of prevent.,Salary,407.35,Expense,6,2023,Tuesday,False,11670.74,0.0027329104204495635,Income,407.35
2023-06-15,Agree machine camera baby six.,Investment,2890.0,Income,6,2023,Thursday,False,14560.74,0.007955909396231817,Income,2890.0
2023-06-16,Past every either.,Salary,1689.1,Expense,6,2023,Friday,False,16249.84,0.01133216887487752,Income,1689.1
2023-06-16,Company option character land space.,Shopping,947.18,Expense,6,2023,Friday,False,17197.02,0.006448632649275007,Income,947.18
2023-06-17,Machine son television.,Travel,191.36,Expense,6,2023,Saturday,True,17388.38,0.0011289822716862563,Income,191.36
2023-06-17,Whose other.,Utilities,748.33,Expense,6,2023,Saturday,True,18136.71,0.005096436471751053,Income,748.33
2023-06-19,Sell include himself produce.,Utilities,897.09,Expense,6,2023,Monday,False,19033.8,0.0061095535317883184,Income,897.09
2023-06-21,Official success approach.,Salary,534.17,Expense,6,2023,Wednesday,False,19567.97,0.0035837455733191193,Income,534.17
2023-06-22,Apply less.,Food & Drink,310.75,Expense,6,2023,Thursday,False,19878.72,0.0019483566058756414,Income,310.75
2023-06-22,Live way two.,Rent,180.56,Expense,6,2023,Thursday,False,20059.28,0.0011140494556267921,Income,180.56
2023-06-23,Raise hope enjoy most.,Shopping,1941.7,Expense,6,2023,Friday,False,22000.98,0.013219567574375812,Income,1941.7
2023-06-25,Eye something.,Food & Drink,1683.19,Expense,6,2023,Sunday,True,23684.17,0.010553352712610847,Income,1683.19
2023-06-25,Which raise american truth.,Shopping,1931.6,Expense,6,2023,Sunday,True,25615.77,0.013150804308937692,Income,1931.6
2023-06-25,Particular present evening establish.,Salary,1149.7,Expense,6,2023,Sunday,True,26765.47,0.007713335240925158,Income,1149.7
2023-06-26,Pressure hospital significant.,Travel,167.12,Expense,6,2023,Monday,False,26932.59,0.000985971557505263,Income,167.12
2023-06-30,Side mind question year finish.,Food & Drink,1009.18,Expense,6,2023,Friday,False,27941.77,0.006327409555969685,Income,1009.18
2023-07-01,Story activity.,Utilities,249.36,Expense,7,2023,Saturday,True,249.36,0.0016982446228212722,Income,249.36
2023-07-02,Billion land detail exist cover.,Utilities,1898.63,Expense,7,2023,Sunday,True,2147.9900000000002,0.012930454716984088,Income,1898.63
2023-07-05,Begin voice prevent structure wear.,Investment,2078.0,Income,7,2023,Wednesday,False,4225.99,0.005720546617774988,Income,2078.0
2023-07-05,Beat painting heavy.,Other,1141.0,Income,7,2023,Wednesday,False,5366.99,0.0030768401040894198,Income,1141.0
2023-07-06,To receive education.,Shopping,411.82,Expense,7,2023,Thursday,False,5778.81,0.002803771086408532,Income,411.82
2023-07-07,Police two.,Utilities,1669.88,Expense,7,2023,Friday,False,7448.6900000000005,0.011372572709162601,Income,1669.88
2023-07-07,Realize property show either.,Rent,183.18,Expense,7,2023,Friday,False,7631.87,0.0011302147722735698,Income,183.18
2023-07-10,Since him four.,Health & Fitness,1714.68,Expense,7,2023,Monday,False,9346.550000000001,0.01180957402802842,Income,1714.68
2023-07-10,Western enough key.,Food & Drink,1575.24,Expense,7,2023,Monday,False,10921.79,0.009876522155557668,Income,1575.24
2023-07-10,Particular condition man.,Shopping,233.91,Expense,7,2023,Monday,False,11155.7,0.0015925163780822198,Income,233.91
2023-07-10,Shoulder despite poor tree resource.,Investment,1365.0,Income,7,2023,Monday,False,12520.7,0.0037577219120610485,Income,1365.0
2023-07-11,Authority number.,Rent,1573.63,Expense,7,2023,Tuesday,False,14094.33,0.009709247036209508,Income,1573.63
2023-07-13,Affect marriage present a.,Health & Fitness,1757.01,Expense,7,2023,Thursday,False,15851.34,0.012101114880319484,Income,1757.01
2023-07-15,Entire record toward off.,Salary,1148.33,Expense,7,2023,Saturday,True,16999.670000000002,0.007704143913378782,Income,1148.33
2023-07-15,Long identify road speech.,Utilities,558.07,Expense,7,2023,Saturday,True,17557.74,0.003800687266032513,Income,558.07
2023-07-15,Difficult his ready sister building.,Other,817.0,Income,7,2023,Saturday,True,18374.74,0.002203136165680154,Income,817.0
2023-07-15,Four field area young.,Health & Fitness,1384.12,Expense,7,2023,Saturday,True,19758.86,0.00953289686919699,Income,1384.12
2023-07-15,Movement which ball least.,Other,2700.0,Income,7,2023,Saturday,True,22458.86,0.007280866153410547,Income,2700.0
2023-07-16,Computer always his.,Food & Drink,682.35,Expense,7,2023,Sunday,True,23141.21,0.004278233724921139,Income,682.35
2023-07-17,Receive to piece.,Travel,567.89,Expense,7,2023,Monday,False,23709.100000000002,0.0033504271648615593,Income,567.89
2023-07-18,Be plan same cause.,Rent,1945.27,Expense,7,2023,Tuesday,False,25654.37,0.012002254012777635,Income,1945.27
2023-07-19,Rest or.,Travel,1948.7,Expense,7,2023,Wednesday,False,27603.07,0.01149690506289197,Income,1948.7
2023-07-19,As music film move.,Health & Fitness,546.15,Expense,7,2023,Wednesday,False,28149.22,0.00376151751662568,Income,546.15
2023-07-20,Already argue.,Rent,383.99,Expense,7,2023,Thursday,False,28533.21,0.002369206083662671,Income,383.99
2023-07-21,Brother southern project learn.,Shopping,1484.48,Expense,7,2023,Friday,False,30017.690000000002,0.010106702205700884,Income,1484.48
2023-07-23,Scientist do author.,Health & Fitness,1643.82,Expense,7,2023,Sunday,True,31661.510000000002,0.011321537533973497,Income,1643.82
2023-07-25,President likely truth animal.,Utilities,140.58,Expense,7,2023,Tuesday,False,31802.09,0.0009574078804788838,Income,140.58
2023-07-26,Common anyone.,Shopping,279.94,Expense,7,2023,Wednesday,False,32082.03,0.0019058998541333701,Income,279.94
2023-07-27,Lay color.,Food & Drink,355.74,Expense,7,2023,Thursday,False,32437.77,0.0022304372613811767,Income,355.74
2023-07-27,Box organization.,Entertainment,1675.58,Expense,7,2023,Thursday,False,34113.35,0.011308842741834517,Income,1675.58
2023-07-30,Source international.,Salary,110.61,Expense,7,2023,Sunday,True,34223.96,0.0007420822919011322,Income,110.61
2023-08-01,Building range national focus.,Entertainment,555.22,Expense,8,2023,Tuesday,False,555.22,0.0037472968566832745,Income,555.22
2023-08-04,Or friend.,Shopping,1274.47,Expense,8,2023,Friday,False,1829.69,0.008676902861675202,Income,1274.47
2023-08-05,Center indeed recent.,Investment,2481.0,Income,8,2023,Saturday,True,4310.6900000000005,0.006829969277526346,Income,2481.0
2023-08-07,Just understand american.,Salary,363.39,Expense,8,2023,Monday,False,4674.08,0.002437982859180476,Income,363.39
2023-08-07,Partner sing administration main according.,Health & Fitness,695.06,Expense,8,2023,Monday,False,5369.14,0.0047871104368870186,Income,695.06
2023-08-09,Religious order.,Travel,1500.43,Expense,8,2023,Wednesday,False,6869.57,0.008852209813473084,Income,1500.43
2023-08-09,Really society live camera.,Travel,64.63,Expense,8,2023,Wednesday,False,6934.2,0.0003813029066632668,Income,64.63
2023-08-10,Mission include visit.,Investment,2313.0,Income,8,2023,Thursday,False,9247.2,0.006367480426811139,Income,2313.0
2023-08-10,Conference matter wear physical site.,Entertainment,545.48,Expense,8,2023,Thursday,False,9792.68,0.0036815595428543505,Income,545.48
2023-08-11,Above dog brother morning.,Food & Drink,1730.61,Expense,8,2023,Friday,False,11523.29,0.01085066910923393,Income,1730.61
2023-08-16,Gun seven music despite show.,Food & Drink,953.45,Expense,8,2023,Wednesday,False,12476.74,0.005977990686635979,Income,953.45
2023-08-17,Apply both chance.,Investment,569.0,Income,8,2023,Thursday,False,13045.74,0.0015664056908151916,Income,569.0
2023-08-17,Computer prove amount population.,Travel,1428.35,Expense,8,2023,Thursday,False,14474.09,0.008426953531370527,Income,1428.35
2023-08-21,Itself free source.,Travel,853.38,Expense,8,2023,Monday,False,15327.47,0.005034755910386796,Income,853.38
2023-08-22,Bit appear.,Health & Fitness,923.41,Expense,8,2023,Tuesday,False,16250.880000000001,0.006359833177748456,Income,923.41
2023-08-23,Citizen ahead method.,Travel,1357.62,Expense,8,2023,Wednesday,False,17608.5,0.008009661954884485,Income,1357.62
2023-08-25,Return or for.,Shopping,1173.13,Expense,8,2023,Friday,False,18781.63,0.007986955404299067,Income,1173.13
2023-08-27,Discover body direction down.,Other,2815.0,Income,8,2023,Sunday,True,21596.63,0.007590977119203959,Income,2815.0
2023-08-30,Heart determine likely.,Rent,968.66,Expense,8,2023,Wednesday,False,22565.29,0.00597660138285029,Income,968.66
2023-08-30,Three certain.,Travel,1284.78,Expense,8,2023,Wednesday,False,23850.07,0.007579921838508926,Income,1284.78
2023-08-30,Hold carry rest.,Travel,1315.68,Expense,8,2023,Wednesday,False,25165.75,0.007762225100398064,Income,1315.68
2023-08-30,Dark camera realize.,Travel,384.84,Expense,8,2023,Wednesday,False,25550.59,0.002270472081081411,Income,384.84
2023-09-01,Carry surface learn.,Entertainment,1800.38,Expense,9,2023,Friday,False,1800.38,0.012151144257835514,Income,1800.38
2023-09-01,Detail far church some.,Shopping,1324.46,Expense,9,2023,Friday,False,3124.84,0.009017246984373378,Income,1324.46
2023-09-03,Wife talk beat tax majority.,Food & Drink,1314.25,Expense,9,2023,Sunday,True,4439.09,0.008240153400714599,Income,1314.25
2023-09-04,List leg address into their.,Travel,1814.75,Expense,9,2023,Monday,False,6253.84,0.010706629272275467,Income,1814.75
2023-09-04,Its develop until watch.,Food & Drink,1170.22,Expense,9,2023,Monday,False,7424.06,0.007337106572253558,Income,1170.22
2023-09-04,Individual analysis.,Entertainment,692.9,Expense,9,2023,Monday,False,8116.96,0.004676528208630526,Income,692.9
2023-09-07,Almost most look something.,Salary,1813.99,Expense,9,2023,Thursday,False,9930.95,0.012170055661203643,Income,1813.99
2023-09-10,Manager bar send really.,Travel,1692.38,Expense,9,2023,Sunday,True,11623.33,0.009984672956502854,Income,1692.38
2023-09-11,Car fast positive.,Utilities,594.63,Expense,9,2023,Monday,False,12217.960000000001,0.004049675970757993,Income,594.63
2023-09-11,Look fight.,Travel,1453.12,Expense,9,2023,Monday,False,13671.08,0.008573091129978744,Income,1453.12
2023-09-12,Section agency lawyer sign them.,Utilities,1894.38,Expense,9,2023,Tuesday,False,15565.460000000001,0.012901510461101067,Income,1894.38
